city_rank,city_name,osm_type,osm_id,lat,lon,kind,leisure,sport,club,access,name,operator,tennis_courts_tag,surface,in_park,park_name,in_park,park_name
40,Swindon,way,1476592320,51.5703064,-1.7840426,court,pitch,tennis,,,,,,,1,St Marks Recreation Ground,1,St Marks Recreation Ground
40,Swindon,way,1476592321,51.5702311,-1.7839935,court,pitch,tennis,,,,,,,1,St Marks Recreation Ground,1,St Marks Recreation Ground
40,Swindon,way,1476592322,51.5699244,-1.7843294,court,pitch,tennis,,,,,,,1,St Marks Recreation Ground,1,St Marks Recreation Ground
40,Swindon,way,1476592323,51.5699786,-1.7841139,court,pitch,tennis,,,,,,,1,St Marks Recreation Ground,1,St Marks Recreation Ground
40,Swindon,way,1476592324,51.5700398,-1.7838701,court,pitch,tennis,,,,,,,1,St Marks Recreation Ground,1,St Marks Recreation Ground
40,Swindon,way,1476592325,51.56987,-1.7845454,court,pitch,tennis,,,,,,,1,St Marks Recreation Ground,1,St Marks Recreation Ground
41,Crawley,way,20047672,51.1056935,-0.1497425,court,pitch,tennis,,,,,,,1,Maidenbower Park,1,Maidenbower Park
41,Crawley,way,24065728,51.1104346,-0.1818056,court,pitch,tennis,,,,,,,1,Southgate Park,1,Southgate Park
41,Crawley,way,30700473,51.1214776,-0.1916474,court,pitch,tennis,,,,,,,1,West Green Playing Fields,1,West Green Playing Fields
41,Crawley,way,34119099,51.1226745,-0.1623697,court,pitch,tennis,,,Crawley Lawn Tennis Club,,,,0,,0,
41,Crawley,way,37111633,51.1227898,-0.2110204,court,pitch,tennis,,,,,,,0,,0,
41,Crawley,way,38279921,51.1263053,-0.1511958,court,pitch,tennis,,,,,,,1,Worth Park Gardens,1,Worth Park Gardens
41,Crawley,way,426905479,51.1590259,-0.1511296,court,pitch,tennis,,,,,,,0,,0,
41,Crawley,way,1308651324,51.1459566,-0.1457017,court,pitch,tennis,,,,,,,0,,0,
41,Crawley,way,1308908944,51.1511236,-0.1456435,court,pitch,tennis,,,,,,,0,,0,
41,Crawley,way,1315612613,51.1049599,-0.2090813,court,pitch,tennis,,,,,,,0,,0,
42,Ipswich,way,23190633,52.0728687,1.1535352,sports_centre,sports_centre,tennis,,,Ipswich Sports Club,,,,0,,0,
42,Ipswich,way,24997841,52.0642665,1.1869173,sports_centre,sports_centre,tennis,,,St John's Tennis Club,,,,0,,0,
42,Ipswich,way,28878566,52.0277528,1.2118214,court,pitch,tennis,,,,,,,0,,0,
42,Ipswich,way,49713948,52.0645234,1.1537753,court,pitch,tennis,,,,,,,1,Christchurch Park,1,Christchurch Park
42,Ipswich,way,49713949,52.0642022,1.1538157,court,pitch,tennis,,,,,,,1,Christchurch Park,1,Christchurch Park
42,Ipswich,way,49713950,52.06373,1.1539221,court,pitch,tennis,,,,,,,1,Christchurch Park,1,Christchurch Park
42,Ipswich,way,49713951,52.0634324,1.1540903,court,pitch,tennis,,,,,,,1,Christchurch Park,1,Christchurch Park
42,Ipswich,way,49713954,52.0648586,1.15358,court,pitch,tennis,,,,,,,1,Christchurch Park,1,Christchurch Park
42,Ipswich,way,102848206,52.0273807,1.21251,court,pitch,tennis,,,,,,,0,,0,
42,Ipswich,way,107859460,52.0617847,1.1543298,court,pitch,tennis,,,,,,,1,Christchurch Park,1,Christchurch Park
42,Ipswich,way,110958647,52.0314916,1.1895255,court,pitch,tennis,,,,,,,0,,0,
42,Ipswich,way,168538251,52.0543079,1.1966799,court,pitch,tennis,,,,,,,0,,0,
42,Ipswich,way,168538252,52.0543149,1.1959213,court,pitch,tennis,,,,,,,0,,0,
42,Ipswich,way,172298778,52.0660384,1.1497381,court,pitch,tennis,,,,,,paved,0,,0,
42,Ipswich,way,378925170,52.0519115,1.1187883,court,pitch,tennis,,,,,,,1,Chantry Park,1,Chantry Park
42,Ipswich,way,561226428,52.0435181,1.1845503,court,pitch,tennis,,,,,,grass,1,Murray Recreation Ground,1,Murray Recreation Ground
42,Ipswich,way,880099698,52.0644051,1.1868341,court,pitch,tennis,,,,,,,0,,0,
42,Ipswich,way,880099699,52.0643987,1.1870327,court,pitch,tennis,,,,,,,0,,0,
42,Ipswich,way,880099700,52.064115,1.1869149,court,pitch,tennis,,,,,,,0,,0,
42,Ipswich,way,1372724563,52.0868286,1.1525424,court,pitch,tennis,,private,,,,,0,,0,
42,Ipswich,way,1466318041,52.0757208,1.17126,court,pitch,tennis,,private,,,,,0,,0,
43,Wigan,way,33502638,53.4919445,-2.6402072,court,pitch,tennis,,,,,,,1,Jubilee Park,1,Jubilee Park
43,Wigan,way,33502641,53.4915523,-2.6402268,court,pitch,tennis,,,,,,,1,Jubilee Park,1,Jubilee Park
43,Wigan,way,35155607,53.5280126,-2.7024883,sports_centre,sports_centre,tennis,,,Winstanley Tennis Club,,,asphalt,0,,0,
43,Wigan,way,35157145,53.5288309,-2.7169294,court,pitch,tennis,,,,,,,0,,0,
43,Wigan,way,250835952,53.5576758,-2.6266329,court,pitch,tennis,,,,,,,0,,0,
43,Wigan,way,474901279,53.4854194,-2.520465,court,pitch,tennis,,customers,,,,,0,,0,
43,Wigan,way,474901281,53.4850996,-2.5203532,court,pitch,tennis,,customers,,,,,0,,0,
43,Wigan,way,474901283,53.4848931,-2.5200126,court,pitch,tennis,,customers,,,,asphalt,0,,0,
43,Wigan,way,474901440,53.4861298,-2.5269293,court,pitch,tennis,,yes,,,,asphalt,1,Pennington Hall Park,1,Pennington Hall Park
43,Wigan,way,564566589,53.5538031,-2.63952,court,pitch,tennis,,,,,,asphalt,1,Mesnes Park,1,Mesnes Park
43,Wigan,way,565153417,53.5354667,-2.6557034,court,pitch,tennis,,,,,,asphalt,1,Alexandra Park,1,Alexandra Park
43,Wigan,way,643517027,53.5454445,-2.6563238,court,pitch,tennis,,,,,,,0,,0,
43,Wigan,way,771111371,53.565168,-2.5885168,court,pitch,tennis,,,,,,asphalt,0,,0,
43,Wigan,way,831153832,53.5413945,-2.6996314,court,pitch,tennis,,,,,,,0,,0,
43,Wigan,way,909705555,53.5056581,-2.4704875,court,pitch,tennis,,,,,,,0,,0,
43,Wigan,way,909705556,53.5056725,-2.4707101,court,pitch,tennis,,,,,,,0,,0,
43,Wigan,way,909705557,53.5056836,-2.4709314,court,pitch,tennis,,,,,,,0,,0,
43,Wigan,way,909705558,53.5056994,-2.4711513,court,pitch,tennis,,,,,,,0,,0,
43,Wigan,way,938599729,53.5151784,-2.4516944,sports_centre,sports_centre,tennis,sport,,Tyldesley Tennis Club,,,,0,,0,
43,Wigan,way,998167793,53.4944553,-2.645023,court,pitch,tennis;basketball,,,,,,,0,,0,
43,Wigan,way,1052728532,53.4852866,-2.5210986,sports_centre,sports_centre,cricket;tennis;bowls,sport,,"Leigh Cricket, Tennis and Bowling Club",,,,0,,0,
43,Wigan,way,1086347875,53.4733004,-2.5861376,court,pitch,tennis,,customers,,,,asphalt,0,,0,
43,Wigan,way,1127900961,53.4652344,-2.5655336,court,pitch,tennis,,private,,,,,0,,0,
43,Wigan,way,1263493666,53.5150888,-2.4518081,court,pitch,tennis,,customers,,,,,0,,0,
43,Wigan,way,1263493667,53.51514,-2.4515621,court,pitch,tennis,,customers,,,,,0,,0,
43,Wigan,way,1263493668,53.5151828,-2.451363,court,pitch,tennis,,customers,,,,,0,,0,
43,Wigan,way,1263494584,53.4861574,-2.5267277,court,pitch,tennis,,yes,,,,asphalt,1,Pennington Hall Park,1,Pennington Hall Park
43,Wigan,way,1263494585,53.4861849,-2.5265226,court,pitch,tennis,,yes,,,,asphalt,1,Pennington Hall Park,1,Pennington Hall Park
43,Wigan,way,1263494587,53.48643,-2.5270395,court,pitch,tennis,,yes,,,,asphalt,1,Pennington Hall Park,1,Pennington Hall Park
43,Wigan,way,1263497358,53.4854458,-2.5202484,court,pitch,tennis,,customers,,,,,0,,0,
43,Wigan,way,1263497359,53.4854713,-2.5200347,court,pitch,tennis,,customers,,,,,0,,0,
43,Wigan,way,1263497360,53.4851252,-2.5201359,court,pitch,tennis,,customers,,,,,0,,0,
43,Wigan,way,1263497361,53.4851501,-2.5199212,court,pitch,tennis,,customers,,,,,0,,0,
43,Wigan,way,1263594326,53.4734153,-2.584923,sports_centre,sports_centre,bowls;cricket;field_hockey;soccer;tennis,,,Golborne Sports & Social Club,,,,0,,0,
43,Wigan,way,1263594328,53.473239,-2.5859504,court,pitch,tennis,,customers,,,,asphalt,0,,0,
43,Wigan,way,1431578434,53.5278621,-2.7029277,court,pitch,tennis,,customers,,,,,0,,0,
43,Wigan,way,1431578435,53.5279406,-2.7027697,court,pitch,tennis,,customers,,,,,0,,0,
43,Wigan,way,1431578436,53.5279467,-2.7024472,court,pitch,tennis,,customers,,,,,0,,0,
43,Wigan,way,1431578437,53.5280237,-2.7022836,court,pitch,tennis,,customers,,,,,0,,0,
43,Wigan,way,1431578438,53.5280991,-2.7021309,court,pitch,tennis,,customers,,,,,0,,0,
43,Wigan,way,1431578439,53.5282207,-2.7019543,court,pitch,tennis,,customers,,,,,0,,0,
44,Mansfield,way,162154624,53.1409401,-1.1703014,court,pitch,tennis,,,,,,,1,Racecourse Park,1,Racecourse Park
44,Mansfield,way,204019078,53.1531719,-1.157123,court,pitch,tennis,,,,,,,0,,0,
44,Mansfield,way,241908234,53.147875,-1.1697679,court,pitch,tennis,,,,,,,0,,0,
44,Mansfield,way,312524199,53.1543906,-1.2020973,court,pitch,tennis,,,,,,,0,,0,
44,Mansfield,way,312524200,53.1538718,-1.2017852,court,pitch,tennis,,,,,,,0,,0,
44,Mansfield,way,312524201,53.1544449,-1.2013671,court,pitch,tennis,,,,,,,0,,0,
44,Mansfield,way,312524202,53.154046,-1.2022755,court,pitch,tennis,,,,,,,0,,0,
44,Mansfield,way,312524203,53.154289,-1.2019126,court,pitch,tennis,,,,,,,0,,0,
44,Mansfield,way,312524204,53.1540999,-1.2014422,court,pitch,tennis,,,,,,,0,,0,
44,Mansfield,way,312524205,53.1545476,-1.2015575,court,pitch,tennis,,,,,,,0,,0,
44,Mansfield,way,312524206,53.1543287,-1.2010979,court,pitch,tennis,,,,,,,0,,0,
44,Mansfield,way,312524208,53.15415,-1.2024545,court,pitch,tennis,,,,,,,0,,0,
44,Mansfield,way,331760250,53.151369,-1.2157627,court,pitch,tennis,,,,,,,0,,0,
44,Mansfield,way,331760251,53.1512808,-1.2159148,court,pitch,tennis,,,,,,,0,,0,
44,Mansfield,way,331760252,53.1511908,-1.2160659,court,pitch,tennis,,,,,,,0,,0,
44,Mansfield,way,331760253,53.1511048,-1.216216,court,pitch,tennis,,,,,,,0,,0,
44,Mansfield,way,331760254,53.1510195,-1.2163649,court,pitch,tennis,,,,,,,0,,0,
44,Mansfield,way,360763540,53.1730003,-1.1853655,court,pitch,tennis,,,,,,,1,Manor Park,1,Manor Park
44,Mansfield,way,360763541,53.1729331,-1.1851317,court,pitch,tennis,,,,,,,1,Manor Park,1,Manor Park
44,Mansfield,way,360763544,53.1728624,-1.1848857,court,pitch,tennis,,,,,,,1,Manor Park,1,Manor Park
44,Mansfield,way,360797717,53.1718389,-1.1866709,court,pitch,tennis,,,,,,,0,,0,
44,Mansfield,way,360797718,53.1718403,-1.186377,court,pitch,tennis,,,,,,,0,,0,
44,Mansfield,way,360797719,53.1715291,-1.1866672,court,pitch,tennis,,,,,,,0,,0,
44,Mansfield,way,360797720,53.1715302,-1.1863733,court,pitch,tennis,,,,,,,0,,0,
44,Mansfield,way,360797721,53.1721905,-1.1872072,court,pitch,tennis,,,,,,,0,,0,
44,Mansfield,way,360797722,53.172191,-1.1869205,court,pitch,tennis,,,,,,,0,,0,
44,Mansfield,way,360797723,53.1721914,-1.1866318,court,pitch,tennis,,,,,,,0,,0,
44,Mansfield,way,360797724,53.1721919,-1.1863432,court,pitch,tennis,,,,,,,0,,0,
44,Mansfield,way,422925544,53.1410486,-1.1705669,court,pitch,tennis,,,,,,,1,Racecourse Park,1,Racecourse Park
44,Mansfield,way,422925548,53.1600288,-1.1346871,court,pitch,tennis,,,,,,,0,,0,
44,Mansfield,way,422925550,53.1411934,-1.1708861,court,pitch,tennis,,,,,,,1,Racecourse Park,1,Racecourse Park
44,Mansfield,way,422925560,53.1407992,-1.1699769,court,pitch,tennis,,,,,,,1,Racecourse Park,1,Racecourse Park
44,Mansfield,way,422925565,53.1599411,-1.1350881,court,pitch,tennis,,,,,,,0,,0,
44,Mansfield,way,422925577,53.1407284,-1.1698213,court,pitch,tennis,,,,,,,1,Racecourse Park,1,Racecourse Park
44,Mansfield,way,422925616,53.1408667,-1.1701512,court,pitch,tennis,,,,,,,1,Racecourse Park,1,Racecourse Park
44,Mansfield,way,422925627,53.141121,-1.1707333,court,pitch,tennis,,,,,,,1,Racecourse Park,1,Racecourse Park
44,Mansfield,way,422925629,53.1599902,-1.1348909,court,pitch,tennis,,,,,,,0,,0,
44,Mansfield,way,424319854,53.1412554,-1.1710538,court,pitch,tennis,,,,,,,1,Racecourse Park,1,Racecourse Park
44,Mansfield,way,471502171,53.1552784,-1.160695,court,pitch,tennis,,,,,,,0,,0,
44,Mansfield,way,544279243,53.1487054,-1.1902732,court,pitch,tennis,,,,,,asphalt,1,Carr Bank Park,1,Carr Bank Park
44,Mansfield,way,786258189,53.1253782,-1.1639218,court,pitch,tennis,,,,,,,0,,0,
44,Mansfield,way,1282455212,53.1546206,-1.2017939,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,3342918,51.7537561,-1.2752332,court,pitch,tennis,,,,,,asphalt,1,Botley Park,1,Botley Park
45,Oxford,way,24333756,51.7374447,-1.2089577,court,pitch,tennis;basketball;football,,,,,,,0,,0,
45,Oxford,way,32205205,51.7163898,-1.2191422,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,94563319,51.7574853,-1.2388486,court,pitch,tennis,,,,,,asphalt,0,,0,
45,Oxford,way,94563327,51.7580567,-1.2392487,court,pitch,tennis,,,,,,asphalt,0,,0,
45,Oxford,way,94563329,51.7580771,-1.2394786,court,pitch,tennis,,,,,,asphalt,0,,0,
45,Oxford,way,119927716,51.7773928,-1.2744062,court,pitch,tennis;netball,,,,,,,0,,0,
45,Oxford,way,229826389,51.7677049,-1.2598613,court,pitch,tennis,,private,,,,,0,,0,
45,Oxford,way,229826390,51.7669677,-1.2606163,court,pitch,tennis,,private,,,,,0,,0,
45,Oxford,way,257770178,51.7661014,-1.217949,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,257775501,51.7755592,-1.2579445,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,261816583,51.7710455,-1.2687365,court,pitch,tennis,,,,,,asphalt,0,,0,
45,Oxford,way,261816584,51.7710729,-1.2685408,court,pitch,tennis,,,,,,asphalt,0,,0,
45,Oxford,way,261816585,51.7711024,-1.2683454,court,pitch,tennis,,,,,,asphalt,0,,0,
45,Oxford,way,261816587,51.7752049,-1.2712391,court,pitch,tennis,,,,,,asphalt,0,,0,
45,Oxford,way,261816588,51.7752712,-1.271057,court,pitch,tennis,,,,,,asphalt,0,,0,
45,Oxford,way,347281812,51.768208,-1.255766,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,422886127,51.7536363,-1.2752204,court,pitch,tennis,,,,,,asphalt,1,Botley Park,1,Botley Park
45,Oxford,way,537017632,51.7410769,-1.264575,court,pitch,tennis,,,,,,asphalt,0,,0,
45,Oxford,way,537017633,51.7411668,-1.2644046,court,pitch,tennis,,,,,,asphalt,0,,0,
45,Oxford,way,537017634,51.7412559,-1.2642353,court,pitch,tennis,,,,,,asphalt,0,,0,
45,Oxford,way,569999022,51.7574858,-1.2386369,court,pitch,tennis,,,,,,asphalt,0,,0,
45,Oxford,way,569999023,51.7574874,-1.2384232,court,pitch,tennis,,,,,,asphalt,0,,0,
45,Oxford,way,624536743,51.7787792,-1.2684654,court,pitch,tennis,,,,,,grass,0,,0,
45,Oxford,way,624536744,51.7787218,-1.268657,court,pitch,tennis,,,,,,grass,0,,0,
45,Oxford,way,624536745,51.7786629,-1.2688476,court,pitch,tennis,,,,,,grass,0,,0,
45,Oxford,way,624536746,51.7790492,-1.2686742,court,pitch,tennis,,,,,,grass,0,,0,
45,Oxford,way,624536747,51.7789928,-1.2688632,court,pitch,tennis,,,,,,grass,0,,0,
45,Oxford,way,624536748,51.778933,-1.2690469,court,pitch,tennis,,,,,,grass,0,,0,
45,Oxford,way,624536749,51.7793332,-1.2689183,court,pitch,tennis,,,,,,clay,0,,0,
45,Oxford,way,624536750,51.7792793,-1.269086,court,pitch,tennis,,,,,,clay,0,,0,
45,Oxford,way,624536751,51.7792205,-1.2692712,court,pitch,tennis,,,,,,clay,0,,0,
45,Oxford,way,624536752,51.7791665,-1.2694455,court,pitch,tennis,,,,,,clay,0,,0,
45,Oxford,way,624536753,51.7791073,-1.2696306,court,pitch,tennis,,,,,,clay,0,,0,
45,Oxford,way,624536754,51.7790454,-1.2698004,court,pitch,tennis,,,,,,clay,0,,0,
45,Oxford,way,693468410,51.7317814,-1.2317416,court,pitch,tennis,,private,,,,,0,,0,
45,Oxford,way,746610452,51.7365071,-1.2236532,court,pitch,tennis,,,,,,,1,Florence Park,1,Florence Park
45,Oxford,way,746610453,51.7366301,-1.2237035,court,pitch,tennis,,,,,,,1,Florence Park,1,Florence Park
45,Oxford,way,746610454,51.7367555,-1.2237518,court,pitch,tennis,,,,,,,1,Florence Park,1,Florence Park
45,Oxford,way,746610455,51.7368768,-1.2238054,court,pitch,tennis,,,,,,,1,Florence Park,1,Florence Park
45,Oxford,way,746610456,51.7369973,-1.223851,court,pitch,tennis,,,,,,,1,Florence Park,1,Florence Park
45,Oxford,way,759456423,51.7700972,-1.2075333,court,pitch,multi;tennis,,,,,,asphalt,0,,0,
45,Oxford,way,801952966,51.7590317,-1.2243758,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,851846439,51.7607693,-1.2280779,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,868619287,51.7779714,-1.2570424,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,868619288,51.7780069,-1.2568413,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,868619289,51.7780429,-1.2566397,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,868629230,51.7792076,-1.2623,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,868629231,51.779253,-1.2621003,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,868629232,51.779297,-1.2617982,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,868629233,51.77935,-1.2615876,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,868629234,51.7793976,-1.2613828,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,868683156,51.7929687,-1.2759565,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,868683157,51.7928395,-1.2759143,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,868683158,51.7927107,-1.2758764,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,871991396,51.7900916,-1.2608545,court,pitch,tennis,,,,,,,1,Cutteslowe and Sunnymead Park,1,Cutteslowe and Sunnymead Park
45,Oxford,way,871991397,51.7901231,-1.2606651,court,pitch,tennis,,,,,,,1,Cutteslowe and Sunnymead Park,1,Cutteslowe and Sunnymead Park
45,Oxford,way,871991398,51.7901545,-1.2604707,court,pitch,tennis,,,,,,,1,Cutteslowe and Sunnymead Park,1,Cutteslowe and Sunnymead Park
45,Oxford,way,871991399,51.7901869,-1.2602781,court,pitch,tennis,,,,,,,1,Cutteslowe and Sunnymead Park,1,Cutteslowe and Sunnymead Park
45,Oxford,way,911229792,51.7647927,-1.228933,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,914395655,51.7477566,-1.2237319,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,917183918,51.7668322,-1.2162899,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,921320532,51.7930307,-1.2698436,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,921320533,51.7933309,-1.2701453,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,921320534,51.7933542,-1.2699267,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,921320535,51.7933866,-1.269633,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,921320536,51.7934097,-1.2694305,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,921320537,51.7934313,-1.2692227,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,921320538,51.7934537,-1.2690121,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,921320539,51.7930597,-1.2695472,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,921320540,51.7930855,-1.2693407,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,921320541,51.7931053,-1.2691288,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,921320542,51.7931277,-1.2689209,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,921320543,51.7927827,-1.2690993,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,921320544,51.7928017,-1.268886,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,921320546,51.7928143,-1.2684877,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,921320547,51.7928341,-1.2682852,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,921320548,51.7928615,-1.2680277,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,921320549,51.7928847,-1.2678198,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,921320550,51.7929105,-1.2675583,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,921320551,51.7929313,-1.2673562,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,924119405,51.7405661,-1.259219,court,pitch,tennis,,,,,,tartan,1,Hinksey Park,1,Hinksey Park
45,Oxford,way,924119406,51.7405088,-1.259038,court,pitch,tennis,,,,,,tartan,1,Hinksey Park,1,Hinksey Park
45,Oxford,way,924119407,51.740454,-1.2588653,court,pitch,tennis,,,,,,tartan,1,Hinksey Park,1,Hinksey Park
45,Oxford,way,924119408,51.7403981,-1.2586839,court,pitch,tennis,,,,,,tartan,1,Hinksey Park,1,Hinksey Park
45,Oxford,way,925090776,51.7563446,-1.2687351,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,925090777,51.7564541,-1.268931,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,925090778,51.7565509,-1.2690898,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,925090779,51.7568061,-1.2508562,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,925090780,51.7582796,-1.2470039,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,925090781,51.7582427,-1.2471789,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,925090782,51.7582032,-1.2473587,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,925090783,51.7588848,-1.2496033,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,925090784,51.7588482,-1.2497768,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,925090785,51.7615175,-1.2520078,court,pitch,tennis,,,,,,grass,0,,0,
45,Oxford,way,925090786,51.7615682,-1.2518408,court,pitch,tennis,,,,,,grass,0,,0,
45,Oxford,way,925090787,51.7616744,-1.2515089,court,pitch,tennis,,,,,,grass,0,,0,
45,Oxford,way,925090788,51.7616208,-1.2516732,court,pitch,tennis,,,,,,grass,0,,0,
45,Oxford,way,925090789,51.7620218,-1.2517919,court,pitch,tennis,,,,,,grass,0,,0,
45,Oxford,way,925090790,51.7619682,-1.2519562,court,pitch,tennis,,,,,,grass,0,,0,
45,Oxford,way,925090791,51.7619155,-1.2521238,court,pitch,tennis,,,,,,grass,0,,0,
45,Oxford,way,925090792,51.7618649,-1.2522908,court,pitch,tennis,,,,,,grass,0,,0,
45,Oxford,way,925232307,51.7467268,-1.2421203,court,pitch,tennis,,,,,,grass,0,,0,
45,Oxford,way,925232308,51.7467908,-1.2419385,court,pitch,tennis,,,,,,grass,0,,0,
45,Oxford,way,925232309,51.7468561,-1.2417536,court,pitch,tennis,,,,,,grass,0,,0,
45,Oxford,way,925232310,51.7464444,-1.2418608,court,pitch,tennis,,,,,,grass,0,,0,
45,Oxford,way,925232311,51.7465069,-1.2416732,court,pitch,tennis,,,,,,grass,0,,0,
45,Oxford,way,925232312,51.7465728,-1.2414926,court,pitch,tennis,,,,,,grass,0,,0,
45,Oxford,way,925232313,51.7461263,-1.241607,court,pitch,tennis,,,,,,clay,0,,0,
45,Oxford,way,925232314,51.7461877,-1.2414185,court,pitch,tennis,,,,,,clay,0,,0,
45,Oxford,way,925232315,51.746248,-1.2412272,court,pitch,tennis,,,,,,clay,0,,0,
45,Oxford,way,925232316,51.7459457,-1.2413127,court,pitch,tennis,,,,,,clay,0,,0,
45,Oxford,way,925232317,51.7467769,-1.2462525,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,925232318,51.7468468,-1.2460659,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,925232319,51.7469262,-1.2458502,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,925232323,51.747852,-1.2440672,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,925232324,51.7479084,-1.2439026,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,925232325,51.7479694,-1.2437396,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,925232326,51.747646,-1.2436581,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,925232327,51.7477069,-1.243495,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,925232328,51.7473895,-1.2434171,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,925232329,51.7474504,-1.243254,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,925232330,51.7471339,-1.2431703,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,925232331,51.7471948,-1.2430072,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,925232332,51.7468765,-1.2429293,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,925232333,51.7469374,-1.2427663,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,925369175,51.7591014,-1.2241954,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,925971118,51.7739115,-1.25645,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,925971119,51.7737917,-1.2564529,court,pitch,tennis,,,,,,asphalt,0,,0,
45,Oxford,way,925971120,51.7736719,-1.2564551,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,925971121,51.7735499,-1.2564597,court,pitch,tennis,,,,,,asphalt,0,,0,
45,Oxford,way,925971122,51.7734301,-1.2564643,court,pitch,tennis,,,,,,asphalt,0,,0,
45,Oxford,way,925971123,51.7733096,-1.2564666,court,pitch,tennis,,,,,,asphalt,0,,0,
45,Oxford,way,925971124,51.773951,-1.2590483,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,925971125,51.7739869,-1.2588032,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,925971126,51.7740213,-1.258558,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,925971127,51.7740564,-1.2583182,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,926002486,51.7719446,-1.2543985,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,926002487,51.7718149,-1.2543685,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,926160933,51.748247,-1.2444595,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,926160934,51.7483067,-1.2442934,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,926160935,51.7483687,-1.2441241,court,pitch,tennis,,,,,,,0,,0,
45,Oxford,way,926160936,51.7484368,-1.24393,court,pitch,tennis,,,,,,,0,,0,
