city_rank,city_name,osm_type,osm_id,lat,lon,kind,leisure,sport,club,access,name,operator,tennis_courts_tag,surface,in_park,park_name,in_park,park_name
1,Greater London,way,1113479382,51.683859,-0.1584947,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1119336742,51.3739361,0.016647,court,pitch,tennis,,,,,,grass,0,,0,
1,Greater London,way,1120877247,51.3660113,0.1228568,court,pitch,tennis,,private,,,,,0,,0,
1,Greater London,way,1121007674,51.5206329,0.0339716,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1121007675,51.5206114,0.0337671,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1121007676,51.5206181,0.0333946,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1121007677,51.5204993,0.0334251,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1122212587,51.5442601,0.1308763,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1122219850,51.5473847,0.1333358,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1122219851,51.5472732,0.1331125,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1124331823,51.3645518,-0.0807391,court,pitch,tennis,,,,,,,1,Lloyd Park,1,Lloyd Park
1,Greater London,way,1124334987,51.3644999,-0.0805581,court,pitch,tennis,,,,,,,1,Lloyd Park,1,Lloyd Park
1,Greater London,way,1124334988,51.3644484,-0.0803816,court,pitch,tennis,,,,,,,1,Lloyd Park,1,Lloyd Park
1,Greater London,way,1124334989,51.3643893,-0.0801735,court,pitch,tennis,,,,,,,1,Lloyd Park,1,Lloyd Park
1,Greater London,way,1129109058,51.5519411,-0.1881673,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1129109059,51.5521424,-0.1884387,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1129109060,51.5522555,-0.1885208,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1130632953,51.4798374,-0.2224792,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1133304483,51.4885132,-0.3399686,court,pitch,tennis,,private,,,,,0,,0,
1,Greater London,way,1133304484,51.4884364,-0.3401296,court,pitch,tennis,,private,,,,,0,,0,
1,Greater London,way,1133304485,51.4883571,-0.3402852,court,pitch,tennis,,private,,,,,0,,0,
1,Greater London,way,1133304486,51.4882792,-0.3404461,court,pitch,tennis,,private,,,,,0,,0,
1,Greater London,way,1133329748,51.4934337,-0.3159933,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1133329749,51.4936903,-0.3162938,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1133329750,51.493946,-0.3165951,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1133768519,51.5473339,0.0940615,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1133768520,51.5473972,0.0942941,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1133768521,51.5474591,0.0945329,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1133768522,51.5471372,0.0946649,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1133768523,51.5470847,0.0944726,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1134136161,51.5183381,-0.3657493,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1134136164,51.5184101,-0.3659894,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1134136169,51.5184022,-0.3663992,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1134136170,51.5185107,-0.366316,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1134136171,51.5186172,-0.3662312,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1134136176,51.529792,-0.3593865,court,pitch,tennis,,,,,,asphalt,1,Ravenor Park,1,Ravenor Park
1,Greater London,way,1134136177,51.5298083,-0.3595968,court,pitch,tennis,,,,,,asphalt,1,Ravenor Park,1,Ravenor Park
1,Greater London,way,1134136178,51.5303576,-0.3697023,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1134136179,51.5304939,-0.3696683,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1134136182,51.5314965,-0.369033,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1134136183,51.5315208,-0.3693089,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1134136187,51.5315682,-0.3696822,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1134136188,51.5316988,-0.3696534,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1134157850,51.5084979,-0.3729719,court,pitch,tennis,,,,,,,1,Southall Park,1,Southall Park
1,Greater London,way,1134157851,51.5084655,-0.37277,court,pitch,tennis,,,,,,,1,Southall Park,1,Southall Park
1,Greater London,way,1134157855,51.4961656,-0.3683705,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1134157856,51.4962365,-0.3684,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1134157857,51.4963063,-0.3684316,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1134157858,51.4963749,-0.3684628,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1134157863,51.5010985,-0.3336299,court,pitch,tennis,,,,,,,1,Elthorne Park,1,Elthorne Park
1,Greater London,way,1134157864,51.5010134,-0.3337667,court,pitch,tennis,,,,,,,1,Elthorne Park,1,Elthorne Park
1,Greater London,way,1134157865,51.500927,-0.3339089,court,pitch,tennis,,,,,,,1,Elthorne Park,1,Elthorne Park
1,Greater London,way,1134171995,51.6467,-0.1829801,sports_centre,sports_centre,tennis,,,,,,,0,,0,
1,Greater London,way,1134234879,51.502332,-0.3745652,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1134234881,51.50265,-0.3745878,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1134246281,51.5093569,-0.3911678,court,pitch,netball;tennis,,,,,,,0,,0,
1,Greater London,way,1134252642,51.5107244,-0.0163477,court,pitch,tennis,,,Court 2,,,asphalt,1,Poplar Recreation Ground,1,Poplar Recreation Ground
1,Greater London,way,1134252643,51.5107431,-0.0161656,court,pitch,tennis,,,Court 1,,,asphalt,1,Poplar Recreation Ground,1,Poplar Recreation Ground
1,Greater London,way,1134814686,51.3264574,-0.0862965,court,pitch,tennis,,,,,,artificial_turf,0,,0,
1,Greater London,way,1134814687,51.326486,-0.0867257,court,pitch,tennis,,,,,,artificial_turf,0,,0,
1,Greater London,way,1135557243,51.5034875,-0.2873284,sports_centre,sports_centre,tennis,sport,,St Columba's Tennis Club,,,,0,,0,
1,Greater London,way,1135557245,51.5035151,-0.28746,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1135557246,51.5033878,-0.2869633,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1135557247,51.5036071,-0.2873101,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1135924867,51.3947229,0.0174045,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1136961278,51.5711395,-0.0574485,court,pitch,tennis,,,,,,porous_macadam,1,Springfield Park,1,Springfield Park
1,Greater London,way,1136961279,51.5710667,-0.0576071,court,pitch,tennis,,,,,,porous_macadam,1,Springfield Park,1,Springfield Park
1,Greater London,way,1136961280,51.571212,-0.0572852,court,pitch,tennis,,,,,,porous_macadam,1,Springfield Park,1,Springfield Park
1,Greater London,way,1136961281,51.5708148,-0.0573108,court,pitch,tennis,,,,,,porous_macadam,1,Springfield Park,1,Springfield Park
1,Greater London,way,1136961282,51.5708974,-0.0571251,court,pitch,tennis,,,,,,porous_macadam,1,Springfield Park,1,Springfield Park
1,Greater London,way,1136968570,51.5731754,-0.0613523,court,pitch,tennis,,,,Hackney Tennis,,,0,,0,
1,Greater London,way,1136968571,51.5732254,-0.06115,court,pitch,tennis,,,,Hackney Tennis,,,0,,0,
1,Greater London,way,1136968572,51.5729501,-0.0609765,court,pitch,tennis,,,,Hackney Tennis,,,0,,0,
1,Greater London,way,1136971113,51.5432834,-0.0609857,court,pitch,tennis,,,,Hackney Tennis,,,0,,0,
1,Greater London,way,1136971114,51.5432542,-0.0612226,court,pitch,tennis,,,,Hackney Tennis,,,0,,0,
1,Greater London,way,1138031012,51.4911855,-0.2492467,court,pitch,tennis,,,,,,artificial_turf,0,,0,
1,Greater London,way,1138295351,51.5087636,-0.0496946,court,pitch,tennis,,,,Tower Hamlets Tennis,,asphalt,1,King Edward Memorial Park,1,King Edward Memorial Park
1,Greater London,way,1138295352,51.5087674,-0.0494901,court,pitch,tennis,,,,Tower Hamlets Tennis,,asphalt,1,King Edward Memorial Park,1,King Edward Memorial Park
1,Greater London,way,1138295353,51.5092652,-0.0503205,court,pitch,tennis,,,,,,asphalt,1,King Edward Memorial Park,1,King Edward Memorial Park
1,Greater London,way,1138295354,51.5092671,-0.0500879,court,pitch,tennis,,,,,,asphalt,1,King Edward Memorial Park,1,King Edward Memorial Park
1,Greater London,way,1141360468,51.513278,-0.2867264,sports_centre,sports_centre,tennis,,,Ealing Lawn Tennis Club,,,,0,,0,
1,Greater London,way,1147954772,51.567819,0.1140286,court,pitch,tennis,,,,,,,1,Barley Lane Recreation Ground,1,Barley Lane Recreation Ground
1,Greater London,way,1148676906,51.4611155,0.0180034,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1150659869,51.5330344,-0.3400371,court,pitch,tennis,,,,,,asphalt,1,Perivale Park,1,Perivale Park
1,Greater London,way,1150823451,51.5866947,0.0524765,court,pitch,tennis;basketball,,private,,,,compacted,0,,0,
1,Greater London,way,1152392947,51.5210216,0.0423257,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1155138023,51.5832712,-0.1564031,sports_centre,sports_centre,tennis;squash,sport,private,Stormont Lawn Tennis and Squash Club,,,,0,,0,
1,Greater London,way,1158149493,51.4896424,0.0432828,court,pitch,tennis,,,,,,fine_gravel,1,Maryon Park,1,Maryon Park
1,Greater London,way,1159261843,51.5731896,-0.2172502,court,pitch,tennis;basketball,,,,,,asphalt,0,,0,
1,Greater London,way,1159424053,51.4789024,0.1294095,court,pitch,tennis,,yes,,,,concrete,0,,0,
1,Greater London,way,1159424054,51.4789244,0.129623,court,pitch,tennis,,yes,,,,concrete,0,,0,
1,Greater London,way,1159424055,51.4789486,0.1298402,court,pitch,tennis,,yes,,,,concrete,0,,0,
1,Greater London,way,1159424056,51.4786262,0.1299301,court,pitch,tennis,,yes,,,,concrete,0,,0,
1,Greater London,way,1163641697,51.46676,-0.1971466,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1163641698,51.4668405,-0.1969773,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1163641699,51.4669207,-0.1967944,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1163641700,51.4669951,-0.1966298,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1163641703,51.4672508,-0.1969373,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1167951827,51.3841746,-0.0228694,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1168339767,51.6572625,-0.1404916,court,pitch,tennis,,,,,,,1,Trent Park,1,Trent Park
1,Greater London,way,1168831426,51.4826077,-0.1225461,court,pitch,tennis,,,,,,,1,Vauxhall Park,1,Vauxhall Park
1,Greater London,way,1170409071,51.4814298,-0.1100123,court,pitch,tennis,,,,,,tartan,1,Kennington Park,1,Kennington Park
1,Greater London,way,1170409072,51.4816308,-0.1099913,court,pitch,tennis,,,,,,tartan,1,Kennington Park,1,Kennington Park
1,Greater London,way,1174890740,51.3538265,-0.2139371,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1176139035,51.3969458,-0.0170753,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1176139036,51.3969664,-0.0168881,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1176139037,51.3965977,-0.0169716,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1176139038,51.3966193,-0.0167583,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1176139039,51.3962616,-0.0170649,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1176139040,51.3962849,-0.0168543,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1176139041,51.3963083,-0.0166477,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1176141741,51.395899,-0.0169684,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1176141742,51.3959283,-0.0167538,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1176141743,51.3959576,-0.0165331,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1176141744,51.3961419,-0.0175425,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1176141745,51.3961641,-0.0173341,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1176141746,51.3953801,-0.0162455,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1178578299,51.654211,-0.2104989,sports_centre,sports_centre,tennis,,,Ravenscroft Lawn Tennis Club,,,,0,,0,
1,Greater London,way,1180124968,51.6548225,-0.2193144,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1180622249,51.5290273,-0.3102248,court,pitch,tennis,,private,,,,grass,0,,0,
1,Greater London,way,1181103550,51.4887499,-0.33139,court,pitch,tennis;basketball;hockey,,private,,,,asphalt,0,,0,
1,Greater London,way,1181489932,51.518737,-0.0964178,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1181489933,51.5187811,-0.0966075,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1181797173,51.4931818,-0.0732046,court,pitch,tennis,,,,,,artificial_turf,0,,0,
1,Greater London,way,1181797174,51.4929718,-0.0728706,court,pitch,tennis,,,,,,concrete,0,,0,
1,Greater London,way,1182277530,51.5224153,-0.0969721,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1186433819,51.5979931,-0.2311874,court,pitch,tennis,,,,,,,1,Sunnyhill Park,1,Sunnyhill Park
1,Greater London,way,1186433820,51.5979918,-0.2309632,court,pitch,tennis,,,,,,,1,Sunnyhill Park,1,Sunnyhill Park
1,Greater London,way,1186433821,51.5979904,-0.230739,court,pitch,tennis,,,,,,,1,Sunnyhill Park,1,Sunnyhill Park
1,Greater London,way,1188133188,51.4319162,-0.2147403,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1188133189,51.4318435,-0.2149259,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1188133193,51.43218,-0.2151356,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1188133194,51.4324593,-0.2154181,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1188133195,51.4329102,-0.2157249,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1188133196,51.4328423,-0.2159196,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1188966821,51.538649,-0.0885557,court,pitch,tennis,,,,,,artificial_turf,1,Rosemary Gardens,1,Rosemary Gardens
1,Greater London,way,1188966822,51.5386206,-0.0883595,court,pitch,tennis,,,,,,artificial_turf,1,Rosemary Gardens,1,Rosemary Gardens
1,Greater London,way,1189449630,51.5966114,-0.0367412,court,pitch,tennis,,,,,,,1,Higham Hill Recreation Ground,1,Higham Hill Recreation Ground
1,Greater London,way,1189449631,51.596638,-0.0365276,court,pitch,tennis,,,,,,,1,Higham Hill Recreation Ground,1,Higham Hill Recreation Ground
1,Greater London,way,1191432465,51.5074199,-0.0279741,court,pitch,tennis,,customers,,,,,0,,0,
1,Greater London,way,1193855289,51.5147722,-0.0110537,court,pitch,tennis,,private,,,,concrete,0,,0,
1,Greater London,way,1193855291,51.5148262,-0.0108605,court,pitch,tennis,,private,,,,concrete,0,,0,
1,Greater London,way,1193855292,51.5144413,-0.0110621,court,pitch,tennis,,private,,,,concrete,0,,0,
1,Greater London,way,1193855295,51.5145496,-0.0106725,court,pitch,tennis,,private,,,,concrete,0,,0,
1,Greater London,way,1193855296,51.5144953,-0.0108656,court,pitch,tennis,,private,,,,concrete,0,,0,
1,Greater London,way,1193855297,51.5147156,-0.0112468,court,pitch,tennis,,private,,,,concrete,0,,0,
1,Greater London,way,1195000727,51.4599525,-0.0250806,court,pitch,tennis,,yes,,,,asphalt,1,Hilly Fields,1,Hilly Fields
1,Greater London,way,1195000729,51.4599345,-0.0253258,court,pitch,tennis,,yes,,,,asphalt,1,Hilly Fields,1,Hilly Fields
1,Greater London,way,1195000730,51.4599535,-0.0255307,court,pitch,tennis,,yes,,,,asphalt,1,Hilly Fields,1,Hilly Fields
1,Greater London,way,1195192886,51.3937854,0.018069,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1195192887,51.3937335,0.0177985,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1195192888,51.3937174,0.0175755,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1195192889,51.394089,0.0176643,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1195192891,51.3944316,0.0177217,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1195192892,51.3943981,0.0175082,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1195192893,51.3943613,0.0172916,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1195192894,51.3946885,0.0171869,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1195192895,51.394835,0.0178176,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1195192896,51.3947577,0.0176114,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1195290455,51.5096755,-0.031979,court,pitch,tennis,,,,Tower Hamlets Tennis,,asphalt,1,Ropemakers Fields,1,Ropemakers Fields
1,Greater London,way,1195290456,51.5096774,-0.0317788,court,pitch,tennis,,,,Tower Hamlets Tennis,,asphalt,1,Ropemakers Fields,1,Ropemakers Fields
1,Greater London,way,1204416430,51.4819082,-0.153098,court,pitch,tennis,,,,,,asphalt,1,Battersea Park,1,Battersea Park
1,Greater London,way,1208351557,51.3646365,0.0496322,court,pitch,tennis,,private,,,,,0,,0,
1,Greater London,way,1208351558,51.3643548,0.0494799,court,pitch,tennis,,private,,,,,0,,0,
1,Greater London,way,1209168763,51.5514158,-0.2885615,court,pitch,soccer;basketball;tennis,,,,,,,0,,0,
1,Greater London,way,1212208353,51.5865066,-0.2290611,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1212208354,51.5863792,-0.2290663,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1212208355,51.5862596,-0.2290731,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1212208356,51.5862623,-0.2285661,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1214812404,51.5198198,-0.0354008,court,pitch,tennis,,,,,,asphalt,1,Mile End Park,1,Mile End Park
1,Greater London,way,1214812405,51.5198285,-0.0352119,court,pitch,tennis,,,,,,asphalt,1,Mile End Park,1,Mile End Park
1,Greater London,way,1214812406,51.5198381,-0.0350095,court,pitch,tennis,,,,,,asphalt,1,Mile End Park,1,Mile End Park
1,Greater London,way,1215883451,51.4720482,0.0723632,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1215883452,51.4719589,0.0725126,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1215883453,51.471627,0.0721061,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1215883454,51.4716302,0.0723164,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1215883455,51.4713081,0.0721186,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1215883456,51.4713113,0.0723289,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1217801893,51.4280877,-0.2582852,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1217801894,51.4279869,-0.2575696,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1221847381,51.6499009,-0.1073908,court,pitch,tennis,,,,,,asphalt,0,,0,
1,Greater London,way,1223911071,51.5844831,0.0569738,court,pitch,tennis,,yes,,,,,1,Clayhall Park,1,Clayhall Park
1,Greater London,way,1223911072,51.5842834,0.0573749,court,pitch,tennis,,yes,,,,,1,Clayhall Park,1,Clayhall Park
1,Greater London,way,1223911073,51.5842238,0.0571849,court,pitch,tennis,,yes,,,,,1,Clayhall Park,1,Clayhall Park
1,Greater London,way,1223911074,51.5844149,0.056751,court,pitch,tennis,,yes,,,,,1,Clayhall Park,1,Clayhall Park
1,Greater London,way,1223911075,51.584151,0.0569628,court,pitch,tennis,,yes,,,,,1,Clayhall Park,1,Clayhall Park
1,Greater London,way,1223911076,51.5838884,0.0571724,court,pitch,tennis,,yes,,,,,1,Clayhall Park,1,Clayhall Park
1,Greater London,way,1227001668,51.6088173,-0.3054062,court,pitch,netball;tennis,,private,,,,,0,,0,
1,Greater London,way,1227930222,51.6257583,-0.2815814,court,pitch,tennis,,,,,,,1,Edgwarebury Park,1,Edgwarebury Park
1,Greater London,way,1227930223,51.6255023,-0.2820505,court,pitch,tennis,,,,,,,1,Edgwarebury Park,1,Edgwarebury Park
1,Greater London,way,1228509842,51.4355145,-0.3027531,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1231757345,51.5708678,0.0756123,court,pitch,tennis,,,,,,,1,Valentines Park,1,Valentines Park
1,Greater London,way,1231757346,51.5709345,0.0758028,court,pitch,tennis,,,,,,,1,Valentines Park,1,Valentines Park
1,Greater London,way,1231757347,51.5707463,0.075255,court,pitch,tennis,,,,,,,1,Valentines Park,1,Valentines Park
1,Greater London,way,1232057220,51.4751917,-0.0856217,court,pitch,tennis,,,,,,,1,Brunswick Park,1,Brunswick Park
1,Greater London,way,1232549248,51.5710567,0.0594186,court,pitch,tennis,,,,,,artificial_turf,0,,0,
1,Greater London,way,1232549249,51.5710997,0.0596088,court,pitch,tennis,,,,,,artificial_turf,0,,0,
1,Greater London,way,1232549250,51.5711408,0.0597987,court,pitch,tennis,,,,,,artificial_turf,0,,0,
1,Greater London,way,1232549251,51.5711829,0.0599892,court,pitch,tennis,,,,,,artificial_turf,0,,0,
1,Greater London,way,1232549253,51.5710694,0.0595381,sports_centre,sports_centre,tennis,,,Cranbrook Castle Lawn Tennis & Social Club,,,,0,,0,
1,Greater London,way,1237067566,51.5928864,0.087504,court,pitch,tennis;basketball;soccer;multi,,private,,,,,0,,0,
1,Greater London,way,1237067567,51.5927121,0.0875327,court,pitch,tennis;basketball;soccer;multi,,private,,,,,0,,0,
1,Greater London,way,1242289890,51.5776779,0.2156493,court,pitch,tennis,,,,,,,1,Haynes Park,1,Haynes Park
1,Greater London,way,1242289891,51.5773787,0.2156231,court,pitch,tennis,,,,,,,1,Haynes Park,1,Haynes Park
1,Greater London,way,1242289892,51.5773851,0.2154168,court,pitch,tennis,,,,,,,1,Haynes Park,1,Haynes Park
1,Greater London,way,1249865183,51.5057238,-0.3478162,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1252501083,51.6122245,0.2097757,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1262632240,51.4724559,-0.3699106,court,pitch,tennis,,,,,,paved,1,Lampton Park,1,Lampton Park
1,Greater London,way,1262632241,51.4724476,-0.3697052,court,pitch,tennis,,,,,,paved,1,Lampton Park,1,Lampton Park
1,Greater London,way,1262632242,51.4724229,-0.3691026,court,pitch,tennis,,,,,,paved,1,Lampton Park,1,Lampton Park
1,Greater London,way,1262632243,51.472431,-0.3693078,court,pitch,tennis,,,,,,paved,1,Lampton Park,1,Lampton Park
1,Greater London,way,1262632244,51.4724406,-0.3695053,court,pitch,tennis,,,,,,paved,1,Lampton Park,1,Lampton Park
1,Greater London,way,1262632245,51.4724075,-0.3686996,court,pitch,tennis,,,,,,paved,1,Lampton Park,1,Lampton Park
1,Greater London,way,1262632246,51.4724157,-0.368905,court,pitch,tennis,,,,,,paved,1,Lampton Park,1,Lampton Park
1,Greater London,way,1263320915,51.4810411,0.0545819,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1263320916,51.4809954,0.0543967,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1263320917,51.4809493,0.05421,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1263320918,51.4809032,0.0540236,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1264163010,51.3590588,-0.0417388,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1267488453,51.4723205,-0.0886523,court,pitch,tennis,,customers,,,,clay,0,,0,
1,Greater London,way,1267488454,51.472356,-0.0884583,court,pitch,tennis,,customers,,,,clay,0,,0,
1,Greater London,way,1267488455,51.4723218,-0.0882421,court,pitch,tennis,,customers,,,,clay,0,,0,
1,Greater London,way,1267899750,51.4168811,0.0271944,court,pitch,tennis,,private,,,,,0,,0,
1,Greater London,way,1267972476,51.5032181,-0.1724005,court,pitch,tennis,,,,,,,1,Hyde Park,1,Hyde Park
1,Greater London,way,1268323928,51.5157369,-0.117099,court,pitch,tennis,,yes,,,,tarmac,1,Lincoln's Inn Fields,1,Lincoln's Inn Fields
1,Greater London,way,1268323929,51.5157842,-0.1169036,court,pitch,tennis,,yes,,,,tarmac,1,Lincoln's Inn Fields,1,Lincoln's Inn Fields
1,Greater London,way,1268323930,51.5158321,-0.1167069,court,pitch,tennis,,yes,,,,tarmac,1,Lincoln's Inn Fields,1,Lincoln's Inn Fields
1,Greater London,way,1268722426,51.5784448,-0.4071898,court,pitch,tennis,,,,,,,1,Warrender Park,1,Warrender Park
1,Greater London,way,1272119118,51.4346555,-0.2197586,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1277922336,51.4453116,0.0810881,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1277922337,51.4453342,0.0812928,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1277922338,51.4452667,0.0806803,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1277922339,51.4452891,0.0808834,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1277922340,51.4449666,0.0807635,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1277922341,51.4449889,0.0809667,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1277922342,51.4450115,0.0811713,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1278339896,51.5806303,-0.2476543,court,pitch,tennis,,,,,,,1,West Hendon Playing Fields,1,West Hendon Playing Fields
1,Greater London,way,1280851618,51.5792678,0.0982056,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1280851619,51.5792304,0.0983073,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1280851620,51.579353,0.0984251,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1280851621,51.5793896,0.098327,court,pitch,tennis,,,,,,,0,,0,
1,Greater London,way,1286682849,51.4639567,0.0312871,court,pitch,tennis,,,,,,,1,Kidbrooke Green Park,1,Kidbrooke Green Park
1,Greater London,way,1286682850,51.4640408,0.0310748,court,pitch,tennis,,,,,,,1,Kidbrooke Green Park,1,Kidbrooke Green Park
1,Greater London,way,1286687387,51.4672124,0.0237147,court,pitch,tennis,,,,,,asphalt,0,,0,
1,Greater London,way,1286687388,51.4673053,0.0238602,court,pitch,tennis,,,,,,asphalt,0,,0,
1,Greater London,way,1286687389,51.4671174,0.0235688,court,pitch,tennis,,,,,,asphalt,0,,0,
1,Greater London,way,1286687390,51.4670236,0.0234245,court,pitch,tennis,,,,,,asphalt,0,,0,
1,Greater London,way,1286867996,51.4435694,-0.030218,court,pitch,tennis,,private,,,,,0,,0,
1,Greater London,way,1286867997,51.4436402,-0.0299905,court,pitch,tennis,,private,,,,,0,,0,
1,Greater London,way,1286927644,51.3942351,-0.2733029,court,pitch,tennis,,customers,,,,,0,,0,
